image,description,tags
processed_preferences_images\690db87b3bcf83ba2a6d2e5934a5c86e_nobg.png,"top ajustado negro de manga larga en estilo night out y minimalista. Pantalones oliva a la cintura, pierna wide leg con cinturón estructurado en estilo minimalista.",Estilos: minimalista
processed_preferences_images\faecd0d637f1bbb81e75cf891d04e88b_nobg.png,"chaleco negro abotonado en estilo streetwear y minimalista. Pantalones negros a la cintura, pierna wide leg.","Estilos: streetwear, minimalista"
processed_preferences_images\46f85c1eace8c12ce671c60c2b6473a0_nobg.png,vestido mini blanco con mangas cortas abullonadas y fruncido frontal en estilo coquette.,Estilos: coquette
processed_preferences_images\d5c85d54dbb9010ed1fbb7078b075e8e_nobg.png,"chaleco halter negro en estilo night out y streetwear. Pantalones negros a la cintura, pierna wide leg en estilo night out y minimalista.","Estilos: streetwear, minimalista"
processed_preferences_images\eecf7b38d051927201199891c285410c_nobg.png,"camisa abotonada a rayas azul y blanca en estilo old money y minimalista. s blancos a la cintura, tailored, con cinturón en estilo streetwear, minimalista y old money.","Estilos: old money, minimalista, streetwear"
processed_preferences_images\5a15725221206a070221dd9670526d00_nobg.png,jumpsuit blanco sin mangas con escote cruzado y detalles de ribetes negros en estilo old money.,Estilos: old money
processed_preferences_images\6ccb2551b0d8ff297143deb35ecec405_nobg.png,"chaleco taupe abotonado en estilo old money y minimalista. Jeans azul claro a la cintura, pierna wide leg en estilo minimalista y streetwear.","Estilos: minimalista, old money, streetwear"
processed_preferences_images\84eae5a0776384cad0568f6f00ebbf13_nobg.png,"camisa blanca oversized abotonada en estilo old money y minimalista. Jeans azul oscuro a la cintura, pierna wide leg con cinturón marrón en estilo old money.","Estilos: old money, minimalista"
processed_preferences_images\9aa0104eac17ce06e920e61cfc85b2cb_nobg.png,top crop halter blanco con detalle de nudo frontal en estilo coquette y minimalista. pollera midi de mezclilla a la cintura con abertura frontal en estilo streetwear y coquette.,"Estilos: coquette, minimalista, streetwear"
processed_preferences_images\3359bc44d2540547c81d5696a3bb19a1_nobg.png,"blusa blanca sin mangas estructurada con cinturón en la cintura en estilo old money y minimalista. Pantalones beige a la cintura, pierna wide leg en estilo old money.","Estilos: old money, minimalista"
processed_preferences_images\6e9ed829eebc6963a3a64845c5ece285_nobg.png,"chaleco beige sin mangas con botones en estilo minimalista y old money. Pantalones beige a la cintura, pierna wide leg en estilo minimalista y old money.","Estilos: minimalista, old money"
processed_preferences_images\6be10699c196efc29b4bb5e9abb27d7a_nobg.png,top strapless negro ajustado en estilo night out. pollera mini marfil de tiro bajo con silueta acampanada en estilo coquette y night out.,Estilos: coquette
processed_preferences_images\38a118daf5cdd8c933609641c74f2bba_nobg.png,top beige ajustado sin mangas en estilo minimalista. Short beige a la cintura con pliegues y cinturón en estilo old money y minimalista. Gorra de béisbol beige en estilo deportivo y streetwear.,"Estilos: minimalista, old money, deportivo, streetwear"
processed_preferences_images\1513c4d1dc9a4c0a46bd7531d705437c_nobg.png,top de punto blanco y marrón a rayas de manga larga en estilo old money y minimalista. Short blanco a la cintura con cinturón en estilo minimalista y streetwear.,"Estilos: minimalista, old money, streetwear"
processed_preferences_images\9346915b2d4e11c52febb8acceff9ab0_nobg.png,top corset sin mangas con cierre en estilo coquette y noche. pollera maxi de mezclilla azul de tiro alto en estilo minimalista y streetwear.,"Estilos: coquette, minimalista, streetwear"
processed_preferences_images\4e2cca01056f0a83944833c39368d7d0_nobg.png,top corto negro sin mangas en estilo minimalista y streetwear. jeans azul claro wide leg de tiro bajo con dobladillo sin rematar en estilo casual streetwear y minimalista.,"Estilos: minimalista, streetwear"
processed_preferences_images\44d36939ca0c4fc45ea1dbbbe9d90aa7_nobg.png,buzo blanco oversized con capucha en estilo deportivo y streetwear. short deportivo rojo con rayas blancas en estilo deportivo. zapatillas chunky blancas con medias blancas y gorra blanca en estilo deportivo.,"Estilos: deportivo, streetwear"
processed_preferences_images\e1ab871f3dfaf347f3a6140119583cd7_nobg.png,top ajustado sin mangas blanco en estilo deportivo. short ciclista borgoña de tiro alto en estilo deportivo. zapatillas altas borgoña con medias blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\5b67ea3f3be56f20c3e2d0d0e325f313_nobg.png,chaqueta deportiva ajustada negra con cierre en estilo deportivo. top corto blanco ajustado en estilo deportivo. short ciclista negro de tiro alto en estilo deportivo. zapatillas deportivas blancas con medias blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\45cd8e5909cf7c98c3b2d1e19b7cf042_nobg.png,chaqueta deportiva blanca con cierre en estilo deportivo. top corto blanco en estilo deportivo. pantalones yoga negros flare de tiro alto en estilo deportivo. zapatillas deportivas grises y gorra negra en estilo deportivo.,Estilos: deportivo
processed_preferences_images\506a36c95f40fd7637f85c4db063458f_nobg.png,top ajustado negro sin mangas en estilo deportivo. leggings negros de tiro alto en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\1ddd3c7b2cfebfe2df315b5606587e37_nobg.png,buzo corto negro con mangas largas en estilo deportivo. short ciclistas negros de tiro alto en estilo deportivo. zapatillas chunky blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\24354a082ad6c5d43575d3c34a608609_nobg.png,top corto azul en estilo deportivo. joggers azules sueltos de tiro bajo en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\b40ba08b7001f5cc1e8d1775ddbb7028_nobg.png,chaqueta blanca oversized con cierre y detalle de rayas verdes en estilo deportivo y streetwear. zapatillas blancas en estilo deportivo.,"Estilos: deportivo, streetwear"
processed_preferences_images\43583a1d85c9b32180fa7e1444ee43f5_nobg.png,top corto ajustado blanco con mangas largas en estilo deportivo. short ciclistas azul marino de tiro alto en estilo deportivo. zapatillas blancas y moradas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\dc9db36790a30b9590ea5e824195b2a6_nobg.png,top crop azul con tirantes en estilo deportivo y minimalista. leggings azules seamless de tiro alto en estilo deportivo. zapatillas chunky beige en estilo deportivo. gorra de béisbol verde en estilo deportivo.,"Estilos: deportivo, minimalista"
processed_preferences_images\916810522cb0b6dcc79c1c9e84afdd2b_nobg.png,pantalones deportivos oversize gris wide leg en estilo streetwear y deportivo. zapatillas chunky negras en estilo streetwear.,"Estilos: deportivo, streetwear"
processed_preferences_images\598a5f2155e44aff917683bc16cd27c6_nobg.png,top bralette gris con tirantes finos en estilo deportivo. short gris de tiro alto en estilo deportivo. zapatillas deportivas blancas con medias en estilo deportivo.,Estilos: deportivo
processed_preferences_images\432fef879786d9532a648988325cf15d_nobg.png,top deportivo negro con tirantes en estilo deportivo. short para correr rojo en estilo deportivo. medias deportivas y zapatillas blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\a3100aa8f5d562f57c28182d060ddfb6_nobg.png,top crop negro de cuello alto en estilo deportivo y minimalista. short deportivos gris con cintura elástica en estilo deportivo. medias a rayas blancas y negras con zapatillas chunky en estilo deportivo. bolso tote blanco oversized en estilo streetwear.,"Estilos: deportivo, minimalista, streetwear"
processed_preferences_images\9a42495fbda56031327f4539ea7b3c14_nobg.png,chaqueta deportiva azul con cierre en estilo deportivo. short ciclista negro de tiro alto en estilo deportivo. zapatillas blancas con medias en estilo deportivo.,Estilos: deportivo
processed_preferences_images\fbcdcedc0fce04ffc6e1422284527af4_nobg.png,buzo borgoña oversized en estilo deportivo y streetwear. short ciclista borgoña de tiro alto en estilo deportivo y streetwear.,"Estilos: deportivo, streetwear"
processed_preferences_images\963060498f36c659bd5bccc9399c5c49_nobg.png,unitard ajustado verde con borde blanco en estilo deportivo. gorra de béisbol blanca en estilo deportivo. bolso tote beige en estilo minimalista.,"Estilos: deportivo, minimalista"
processed_preferences_images\2d00f9cf73ee14a72397da24845819b1_nobg.png,top deportivo gris oscuro seamless. short ciclista seamless a juego de tiro alto en estilo deportivo. zapatillas chunky blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\8c36a652cdee4dc79c8a8df70b946f9a_nobg.png,top corto blanco racerback en estilo deportivo y minimalista. short adidas negro de talle alto con rayas blancas en estilo deportivo. zapatillas blancas en estilo deportivo.,"Estilos: deportivo, minimalista"
processed_preferences_images\81ef4c889de503e2cdb8635129cddbb9_nobg.png,top corto gris claro ajustado en estilo deportivo. short beige tipo biker de talle alto en estilo deportivo. medias blancas hasta el tobillo con zapatillas atléticas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\fad66e1475b1dc6eea87f92367f39342_nobg.png,musculosa negra con escote redondo en estilo deportivo. short lavanda con cintura elástica en estilo deportivo. zapatillas gris new balance en estilo deportivo.,Estilos: deportivo
processed_preferences_images\d5cbf4b101c1bb2fcc16c3440e1a6514_nobg.png,musculosa blanca con escote redondo en estilo minimalista y streetwear. pantalones gris de talle alto wide leg en estilo minimalista y streetwear.,"Estilos: minimalista, streetwear"
processed_preferences_images\c503bbe3dc14d1143a858cc22998df52_nobg.png,top corset beige sin tirantes con cordones laterales en estilo night out y minimalista. jeans azul wide leg de tiro bajo en estilo streetwear y night out.,"Estilos: minimalista, streetwear"
processed_preferences_images\8a375a79ddef3f5dd316f591ec2b2781_nobg.png,top marrón sin mangas con cuello alto en estilo minimalista. jeans azul claro wide leg de talle alto en estilo minimalista.,Estilos: minimalista
processed_preferences_images\e03968b2b811247db6cbc7642a6541df_nobg.png,chaleco blazer sin mangas blanco en estilo old money y minimalista. pantalones de lino terracota wide leg de talle alto en estilo old money y boho chic.,"Estilos: old money, minimalista, boho chic"
processed_preferences_images\899f2d0dbda2f93d612a99d123cf16ff_nobg.png,top negro ajustado sin mangas en estilo minimalista. jeans azul acampanados con cinturón ancho negro de talle alto en estilo minimalista.,Estilos: minimalista
processed_preferences_images\89988a9f91a80cbbd8afd6b5c893e87d_nobg.png,chaleco blanco sin mangas con botones al frente en estilo minimalista. jeans azul claro wide leg de talle alto en estilo minimalista.,Estilos: minimalista
processed_preferences_images\bb2d4385dbf4d9f0d29f788b90684677_nobg.png,pantalones sastre azul marino en estilo deportivo. top corto ajustado blanco en estilo deportivo. camisa oversized azul claro en estilo deportivo. zapatillas blancas en estilo deportivo.,Estilos: deportivo
processed_preferences_images\101798ebffa6ea529b6863f52b6b3fe0_nobg.png,blusa blanca de lino con nudo al frente en estilo minimalista. jeans mid-wash wide leg en estilo minimalista.,Estilos: minimalista
processed_preferences_images\4968e8df0b435235e58c4b713920febb_nobg.png,remera azul marino de cuello redondo en estilo streetwear. jeans oscuro straight leg en estilo minimalista.,"Estilos: streetwear, minimalista"
processed_preferences_images\9c1644b503e1db2549f6cd0ce4b3ff93_nobg.png,chaleco de lino blanco en estilo minimalista y old money. pantalones plisados blancos wide leg en estilo minimalista y old money. cinturón negro en estilo minimalista.,"Estilos: minimalista, old money"
processed_preferences_images\a992b689bd9eb39741e27aa51c195b31_nobg.png,vestido largo blanco fruncido en estilo coquette. ballerinas blancas en estilo coquette.,Estilos: coquette
processed_preferences_images\5ede25d14338481523b0b6b16471ee26_nobg.png,sweater oversized azul marino en estilo minimalista. jeans mid-wash wide leg en estilo minimalista.,Estilos: minimalista
processed_preferences_images\1795bb12a2b0c27ca4f1d13dfbbca980_nobg.png,top negro sin mangas con cuello alto en estilo minimalista. short camel plisado tiro alto en estilo old money y minimalista.,"Estilos: minimalista, old money"
processed_preferences_images\d8eed5f53ec0b5fcd4b2d1d821c57d69_nobg.png,top negro sin mangas en estilo minimalista. pantalones blancos wide leg de talle alto en estilo minimalista y old money.,"Estilos: minimalista, old money"
processed_preferences_images\20914e95d89a1071d065e1e0982992a2_nobg.png,top negro sin mangas en estilo minimalista. pantalones negros plisados de talle alto en estilo minimalista.,Estilos: minimalista
processed_preferences_images\ccc2f7167cc1eb67aa544c8949afce50_nobg.png,top blanco sin mangas tejido en estilo minimalista y old money. pantalones beige wide leg en estilo minimalista y old money.,"Estilos: minimalista, old money"
processed_preferences_images\d38414a38158aaaa7165b07135a338fb_nobg.png,top negro sin mangas en estilo minimalista y streetwear. jeans off-white tapered de talle alto en estilo streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\c16600bbd1b79ebfab025d46ee8ae728_nobg.png,camisa oversized azul marino en estilo streetwear. jeans azul claro rotos en estilo streetwear.,Estilos: streetwear
processed_preferences_images\f8ec7136d2b3820aa4111a3b9c5231e5_nobg.png,top blanco sin mangas tejido en estilo minimalista y old money. pantalones verdes wide leg en estilo minimalista y old money.,"Estilos: minimalista, old money"
processed_preferences_images\f33c4e5ff35fe55ba3e3b4f39528df8c_nobg.png,"top verde salvia sin mangas en estilo coquette, night out y minimalista. pollera denim azul claro de talle alto con abertura frontal en estilo coquette y streetwear.","Estilos: coquette, minimalista, streetwear"
processed_preferences_images\fbdc239fbea63d1c6aa9e0bc062aea80_nobg.png,top azul marino sin mangas con cuello alto en estilo minimalista. pantalones azul marino plisados de talle alto en estilo minimalista. cinturón marrón en estilo minimalista y old money.,"Estilos: minimalista, old money"
processed_preferences_images\3bbdb1094bdd89d313b47e3cda1b5e92_nobg.png,top blanco sin mangas con cuello alto en estilo minimalista y streetwear. pollera midi azul claro en estilo coquette y streetwear. cinturón marrón en estilo old money.,"Estilos: streetwear, minimalista, coquette, old money"
processed_preferences_images\0323450e0fbe53ad1c2cf9234b55444e_nobg.png,blazer oversized camel en estilo streetwear. pollera mini negra en estilo streetwear.,Estilos: streetwear
processed_preferences_images\dd1cfa27924a7f5b5950f69d024f0b74_nobg.png,blazer oversized gris en estilo streetwear y minimalista. jeans azul claro wide leg en estilo streetwear y minimalista. cinturón negro en estilo streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\2e9b434bf4e0e233daa750bc974b1060_nobg.png,remera gris de cuello redondo en estilo streetwear. jeans azul claro wide leg con puños en estilo streetwear y minimalista. cinturón negro en estilo streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\905595c921bcef640d9c8255b60fff48_nobg.png,blazer oversized oliva en estilo streetwear y minimalista. pantalones negros wide leg en estilo minimalista.,"Estilos: minimalista, streetwear"
processed_preferences_images\ac201bc02fbed6e8090b03c5d67d4b65_nobg.png,blazer oversized negro en estilo streetwear. jeans azul claro straight leg en estilo streetwear y minimalista.,"Estilos: streetwear, minimalista"
processed_preferences_images\6efec315f7f92b2ae546ccaf5b419e88_nobg.png,blazer sin mangas camel en estilo minimalista y streetwear. jeans azul claro straight leg en estilo streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\958e547d7fcae89bb5befa547a11a793_nobg.png,top negro sin mangas con escote cuadrado en estilo minimalista. short off-white de lino de talle alto en estilo minimalista y old money.,"Estilos: minimalista, old money"
processed_preferences_images\bbba79bb1e182efccab5b34d4ad380bf_nobg.png,blazer oversized verde salvia en estilo streetwear y minimalista. bermuda azul claro en estilo streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\054a3c395f156dd8f641c4188ec4c321_nobg.png,pantalones marrones plisados tapered de talle alto en estilo old money y minimalista.,"Estilos: old money, minimalista"
processed_preferences_images\8a5b364dd25b56368c6c57e65ad10019_nobg.png,chaqueta corta de cuero marrón en estilo streetwear y old money. pantalones cargo oliva wide leg en estilo streetwear y minimalista.,"Estilos: streetwear, old money, minimalista"
processed_preferences_images\876053d70ccc10891a15c0d7d60f0608_nobg.png,sweater oversized gris en estilo minimalista. pantalones blancos wide leg en estilo minimalista.,Estilos: minimalista
processed_preferences_images\6c68673a774c6981a90d0af48385fccc_nobg.png,blazer sin mangas oliva en estilo streetwear y minimalista. pollera midi negra en estilo minimalista y streetwear.,"Estilos: streetwear, minimalista"
processed_preferences_images\619a4fa667d9152d2a2109dd8bd36664_nobg.png,musculosa negra en estilo streetwear y minimalista. jeans negros wide leg en estilo streetwear y minimalista.,"Estilos: streetwear, minimalista"
processed_preferences_images\812f29042bb383f4be1bb845f2f70cf4_nobg.png,remera marrón de cuello redondo en estilo streetwear. jeans azul claro wide leg en estilo minimalista. cinturón marrón en estilo minimalista.,"Estilos: minimalista, streetwear"
processed_preferences_images\jean-old-money1_nobg.png,"jean azul y wide leg, en estilo old money y minimalista","Estilos: old money, minimalista"
processed_preferences_images\a7254ba142fd8c8e93933ffdc8796b22_nobg.png,"jean wide leg azul, en estilo old money y minimalista.","Estilos: old money, minimalista"
processed_preferences_images\a50d407f9c38e56a2dd95b2f591b1cea_nobg.png,"camisa celeste manga larga, en estilo old money y minimalista. Jeans blancos rectos, en estilo old money y minimalista, con cinturon negro.","Estilos: old money, minimalista"
processed_preferences_images\f28955ccd4e01b45adcc2464fd4c53a5_nobg.png,"camisa blanca manga larga, en estilo old money y minimalista. Jean azul recto con cinturon marron, en estilo old money y streetwear.","Estilos: old money, minimalista, streetwear"
processed_preferences_images\a2c6ad483548bb3988fad982b1573836_nobg.png,"camisa negra manga larga, jean azul recto con dobladillo y cinturon marron, en estilo old money.",Estilos: old money
processed_preferences_images\48c6b595e38c63f3f75196d6289d9cba_nobg.png,"short color crema, en estilo old money y minimalista","Estilos: old money, minimalista"
processed_preferences_images\2c2fe0f64dc973e9920591aa53c20847_nobg.png,short deportivo negro con borde blanco y elastico,Estilos: deportivo
processed_preferences_images\1891867804818c5f794da660a590bab5_nobg.png,short coquette blanco con moños,Estilos: coquette
processed_preferences_images\9a6c581667b6785df333ef3fef9129b5_nobg.png,"top negro con dibujo blanco. short negro con elastico a juego, en estilo streetwear",Estilos: streetwear
processed_preferences_images\5d6261d8fb018e123fc4751ca0d3d027_nobg.png,"short verde con rayas blancas, en estilo deportivo y streetwear","Estilos: deportivo, streetwear"
processed_preferences_images\1fe422ca0841f1aa2bca7eba0470ce82_nobg.png,"remera blanca escrita, en estilo streetwear. pollera de jean negra deshilachada, en estilo streetwear",Estilos: streetwear
processed_preferences_images\1ad3d929475e15e3dfc43ef7f33ee404_nobg.png,pollera rosa coquette,Estilos: coquette
processed_preferences_images\92bde865ba40064d5916c3b89010cbd3_nobg.png,"pollera beige, en estilo minimalista y old money","Estilos: minimalista, old money"
processed_preferences_images\f42574ac6f3d0d47559671672765385a_nobg.png,pollera blanca deportiva,Estilos: deportivo
processed_preferences_images\d7ab9dd44b29ad509ebb84e3357b98f6_nobg.png,"camisa azul marino manga larga, en estilo old money. jean acampanado azul claro, en estilo old money.",Estilos: old money
processed_preferences_images\f37bea46438747cbc473297e95e953cb_nobg.png,"sweater crema, en estilo old money y minimalista. chaqueta marron de cuero, en estilo old money. jeans azules en estilo old money","Estilos: old money, minimalista"
processed_preferences_images\a8d67ed6d0f9a7197673bf4391c168c6_nobg.png,short deportivo gris claro con elastico,Estilos: deportivo
processed_preferences_images\d261a39f5e237ccb7cae33559d02f739_nobg.png,"top negro y pollera azul de jean larga, en estilo streetwear",Estilos: streetwear
processed_preferences_images\0fbe580a878843189aa09c6a032b7f04_nobg.png,"pollera de jean larga y azul, con abertura, en estilo streetwear",Estilos: streetwear
processed_preferences_images\d69d874acb92a79390c365ae58d1678e_nobg.png,"pollera de jean larga y negra, con abertura, en estilo streetwear",Estilos: streetwear
processed_preferences_images\8f45591067c5b711afb5ef3309ff2fb7_nobg.png,"short celeste y turquesa con ciclistas turquesa debajo, en estilo deportivo",Estilos: deportivo
processed_preferences_images\d8da96f9d4aebd7524f154a3317b053b_nobg.png,short negro deportivo sobre ciclistas blancos,Estilos: deportivo
processed_preferences_images\a04ced8f3863199208cb309fcf5b7c35_nobg.png,short negro deportivo sobre ciclistas negros,Estilos: deportivo
